"id","source_website_address","city","zbkzj","kbjj","k1","k2"
"ah-luan-87926c26-55fb-4372-ba66-60b4f5f735ac_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=87926c26-55fb-4372-ba66-60b4f5f735ac&categorynum=001001012&relationguid=87926c26-55fb-4372-ba66-60b4f5f735ac","六安市","5411807.23","4870626.61",,
"ah-luan-88577bf3-f3c3-48d3-ae04-fdceb223e457_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=88577bf3-f3c3-48d3-ae04-fdceb223e457&categorynum=001001012&relationguid=88577bf3-f3c3-48d3-ae04-fdceb223e457","六安市","3753800.00","2627688.00",,
"ah-luan-885e8e9b-29af-4c6d-97e3-56572b13fcdc_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=885e8e9b-29af-4c6d-97e3-56572b13fcdc&categorynum=001001012&relationguid=885e8e9b-29af-4c6d-97e3-56572b13fcdc","六安市","5198086.33","4680356.93",,
"ah-luan-88a6d040-fc23-41e8-9e3a-00942b4af6d8_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=88a6d040-fc23-41e8-9e3a-00942b4af6d8&categorynum=001001012&relationguid=88a6d040-fc23-41e8-9e3a-00942b4af6d8","六安市","228930911.35","195278067.38",,
"ah-luan-89300344-019c-47ce-9768-2a64e185a734_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=89300344-019c-47ce-9768-2a64e185a734&categorynum=001001012&relationguid=89300344-019c-47ce-9768-2a64e185a734","六安市",,,,
"ah-luan-8a8137f8-448f-4855-af52-9ed4bc545acf_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=8a8137f8-448f-4855-af52-9ed4bc545acf&categorynum=001001012&relationguid=8a8137f8-448f-4855-af52-9ed4bc545acf","六安市","12952184.20","11941913.83",,
"ah-luan-8abebc0b-26fa-4551-8772-5246fa521f3d_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=8abebc0b-26fa-4551-8772-5246fa521f3d&categorynum=001001012&relationguid=8abebc0b-26fa-4551-8772-5246fa521f3d","六安市","9770770.09","9479129.66",,
"ah-luan-8ae63683-6389-4efb-a1fd-22c129c721db_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=8ae63683-6389-4efb-a1fd-22c129c721db&categorynum=001001012&relationguid=8ae63683-6389-4efb-a1fd-22c129c721db","六安市","1128000.00",,,
"ah-luan-8b2a87f9-508a-4efa-8d87-43d8ff72a202_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=8b2a87f9-508a-4efa-8d87-43d8ff72a202&categorynum=001001012&relationguid=8b2a87f9-508a-4efa-8d87-43d8ff72a202","六安市","57755346.76","48803201.30",,
"ah-luan-8b58e456-613b-4a50-9bd8-1d4fc25bee9b_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=8b58e456-613b-4a50-9bd8-1d4fc25bee9b&categorynum=001001012&relationguid=8b58e456-613b-4a50-9bd8-1d4fc25bee9b","六安市","30786311.71","302338688.90",,
"ah-luan-8ba15a85-1a9a-4419-a158-d62f9298faa0_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=8ba15a85-1a9a-4419-a158-d62f9298faa0&categorynum=001001012&relationguid=8ba15a85-1a9a-4419-a158-d62f9298faa0","六安市","39467724.03","34144581.29",,
"ah-luan-8c9dcc52-d8b2-4646-b25e-81462dd25fc0_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=8c9dcc52-d8b2-4646-b25e-81462dd25fc0&categorynum=001001012&relationguid=8c9dcc52-d8b2-4646-b25e-81462dd25fc0","六安市","4773986.20","4058365.67",,
"ah-luan-8d0871c1-897f-4964-b3f3-0eacc4d2740e_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=8d0871c1-897f-4964-b3f3-0eacc4d2740e&categorynum=001001012&relationguid=8d0871c1-897f-4964-b3f3-0eacc4d2740e","六安市","8667419.10","7538922.22",,
"ah-luan-8e6df381-4e26-43a2-b3b8-d0423e408b3a_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=8e6df381-4e26-43a2-b3b8-d0423e408b3a&categorynum=001001012&relationguid=8e6df381-4e26-43a2-b3b8-d0423e408b3a","六安市",,,,
"ah-luan-8f060c09-543f-4fdf-b7e7-4c9769d1d3d4_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=8f060c09-543f-4fdf-b7e7-4c9769d1d3d4&categorynum=001001012&relationguid=8f060c09-543f-4fdf-b7e7-4c9769d1d3d4","六安市","51130447.25","42949575.56",,
"ah-luan-8f6855ae-ff1d-46af-8928-c90b355086c9_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=8f6855ae-ff1d-46af-8928-c90b355086c9&categorynum=001001012&relationguid=8f6855ae-ff1d-46af-8928-c90b355086c9","六安市",,,,
"ah-luan-8ffba332-a7d4-45c2-af07-43984750c544_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=8ffba332-a7d4-45c2-af07-43984750c544&categorynum=001001012&relationguid=8ffba332-a7d4-45c2-af07-43984750c544","六安市","4356554.75","4273562.38",,
"ah-luan-905d3c79-0e47-4c81-9c46-dcfeabf6c69c_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=905d3c79-0e47-4c81-9c46-dcfeabf6c69c&categorynum=001001012&relationguid=905d3c79-0e47-4c81-9c46-dcfeabf6c69c","六安市",,,,
"ah-luan-90b7e221-27cb-4e37-b5f2-d5ada06d36bd_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=90b7e221-27cb-4e37-b5f2-d5ada06d36bd&categorynum=001001012&relationguid=90b7e221-27cb-4e37-b5f2-d5ada06d36bd","六安市","8000000.0","75600000000.0",,
"ah-luan-90d71747-fe71-4c91-9c91-7d65d18ff9ee_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=90d71747-fe71-4c91-9c91-7d65d18ff9ee&categorynum=001001012&relationguid=90d71747-fe71-4c91-9c91-7d65d18ff9ee","六安市",,,,
"ah-luan-9138f3a7-46a6-4113-a608-f9319d2ffd40_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9138f3a7-46a6-4113-a608-f9319d2ffd40&categorynum=001001012&relationguid=9138f3a7-46a6-4113-a608-f9319d2ffd40","六安市","4692300.00","2956149.00",,
"ah-luan-918e13fc-2cac-40bd-88bc-b81f2aa4df07_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=918e13fc-2cac-40bd-88bc-b81f2aa4df07&categorynum=001001012&relationguid=918e13fc-2cac-40bd-88bc-b81f2aa4df07","六安市",,,,
"ah-luan-91d85325-2d3d-4fa4-9cc4-8f5a52c2704e_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=91d85325-2d3d-4fa4-9cc4-8f5a52c2704e&categorynum=001001012&relationguid=91d85325-2d3d-4fa4-9cc4-8f5a52c2704e","六安市","1176000.00",,,
"ah-luan-9226911c-7a83-4fe7-a751-336edfedfff9_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9226911c-7a83-4fe7-a751-336edfedfff9&categorynum=001001012&relationguid=9226911c-7a83-4fe7-a751-336edfedfff9","六安市","6911040.95","6163227.22",,
"ah-luan-9276fbaa-2756-49f5-8cfc-fd76cfd57a4b_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9276fbaa-2756-49f5-8cfc-fd76cfd57a4b&categorynum=001001012&relationguid=9276fbaa-2756-49f5-8cfc-fd76cfd57a4b","六安市","80000000000.0","72000000000.0",,
"ah-luan-928245c6-c385-4b10-873f-0453cd384890_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=928245c6-c385-4b10-873f-0453cd384890&categorynum=001001012&relationguid=928245c6-c385-4b10-873f-0453cd384890","六安市","11892548.97","10804380.74",,
"ah-luan-93af5678-3525-4d2b-9cdd-c217c29fc2f5_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=93af5678-3525-4d2b-9cdd-c217c29fc2f5&categorynum=001001012&relationguid=93af5678-3525-4d2b-9cdd-c217c29fc2f5","六安市","18000000000.0","1418888.88",,
"ah-luan-94748a6f-4eaa-4e51-a914-e2b62a9cf4c1_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=94748a6f-4eaa-4e51-a914-e2b62a9cf4c1&categorynum=001001012&relationguid=94748a6f-4eaa-4e51-a914-e2b62a9cf4c1","六安市","2535000.00","1723800.00",,
"ah-luan-94cdf322-de70-4654-8615-541a8a9f45c2_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=94cdf322-de70-4654-8615-541a8a9f45c2&categorynum=001001012&relationguid=94cdf322-de70-4654-8615-541a8a9f45c2","六安市","5115500.00","3133279.03",,
"ah-luan-95a15725-d821-45c0-911f-a45a3b5d51fd_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=95a15725-d821-45c0-911f-a45a3b5d51fd&categorynum=001001012&relationguid=95a15725-d821-45c0-911f-a45a3b5d51fd","六安市","100","83.88",,
"ah-luan-9652dab6-7aac-4dc9-a964-00b9d370de8e_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9652dab6-7aac-4dc9-a964-00b9d370de8e&categorynum=001001012&relationguid=9652dab6-7aac-4dc9-a964-00b9d370de8e","六安市","21571977.28","17376227.70",,
"ah-luan-96fb7069-ab4e-46e2-98ac-cc73bf1a96b6_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=96fb7069-ab4e-46e2-98ac-cc73bf1a96b6&categorynum=001001012&relationguid=96fb7069-ab4e-46e2-98ac-cc73bf1a96b6","六安市","7055699.65","6942809.18",,
"ah-luan-975174c5-958c-4215-88a4-ed6b4f18c39a_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=975174c5-958c-4215-88a4-ed6b4f18c39a&categorynum=001001012&relationguid=975174c5-958c-4215-88a4-ed6b4f18c39a","六安市","8162315.58","7550145.92",,
"ah-luan-978ca877-82b9-4e19-9336-adebdd94acc1_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=978ca877-82b9-4e19-9336-adebdd94acc1&categorynum=001001012&relationguid=978ca877-82b9-4e19-9336-adebdd94acc1","六安市","4536883.65","4451407.76",,
"ah-luan-986ca694-7e3d-4a55-bf0d-dc2922da46a7_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=986ca694-7e3d-4a55-bf0d-dc2922da46a7&categorynum=001001012&relationguid=986ca694-7e3d-4a55-bf0d-dc2922da46a7","六安市","8217426.77","8146862.59",,
"ah-luan-98bba55a-0e3a-47be-b2fe-27ce732055a3_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=98bba55a-0e3a-47be-b2fe-27ce732055a3&categorynum=001001012&relationguid=98bba55a-0e3a-47be-b2fe-27ce732055a3","六安市","4960033.20","4067277.23",,
"ah-luan-9a191ae0-5179-4c51-a2c2-818532642e49_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9a191ae0-5179-4c51-a2c2-818532642e49&categorynum=001001012&relationguid=9a191ae0-5179-4c51-a2c2-818532642e49","六安市","3251300.00","2357178.00",,
"ah-luan-9aff5e38-fdc3-4768-a723-9b62b74878cd_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9aff5e38-fdc3-4768-a723-9b62b74878cd&categorynum=001001012&relationguid=9aff5e38-fdc3-4768-a723-9b62b74878cd","六安市","10522397.00","10385618.00",,
"ah-luan-9b6e167f-94f0-4a3f-b05e-63b3b94c2fbd_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9b6e167f-94f0-4a3f-b05e-63b3b94c2fbd&categorynum=001001012&relationguid=9b6e167f-94f0-4a3f-b05e-63b3b94c2fbd","六安市","4704590.61","4234131.55",,
"ah-luan-9badb758-988c-4884-8139-3feb13120389_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9badb758-988c-4884-8139-3feb13120389&categorynum=001001012&relationguid=9badb758-988c-4884-8139-3feb13120389","六安市",,,,
"ah-luan-9bb169ce-ba59-4011-b297-4cd000bf501b_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9bb169ce-ba59-4011-b297-4cd000bf501b&categorynum=001001012&relationguid=9bb169ce-ba59-4011-b297-4cd000bf501b","六安市",,,,
"ah-luan-9d4fba2c-045c-481b-bd17-37349306779a_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9d4fba2c-045c-481b-bd17-37349306779a&categorynum=001001012&relationguid=9d4fba2c-045c-481b-bd17-37349306779a","六安市","20000000.00","18561000.00",,
"ah-luan-9d50ab61-62b4-420b-9320-1a9f62fe51c6_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9d50ab61-62b4-420b-9320-1a9f62fe51c6&categorynum=001001012&relationguid=9d50ab61-62b4-420b-9320-1a9f62fe51c6","六安市",,,,
"ah-luan-9de97f9f-2429-4573-8edc-db5e5315979f_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9de97f9f-2429-4573-8edc-db5e5315979f&categorynum=001001012&relationguid=9de97f9f-2429-4573-8edc-db5e5315979f","六安市",,,,
"ah-luan-9e2341ff-8668-4576-a075-81dc3e1ac7d7_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9e2341ff-8668-4576-a075-81dc3e1ac7d7&categorynum=001001012&relationguid=9e2341ff-8668-4576-a075-81dc3e1ac7d7","六安市","24516477.55","21027782.79",,
"ah-luan-9e876797-1f8e-4a20-bd5c-042f696bcf2e_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9e876797-1f8e-4a20-bd5c-042f696bcf2e&categorynum=001001012&relationguid=9e876797-1f8e-4a20-bd5c-042f696bcf2e","六安市","69000000000.0","6375600.00",,
"ah-luan-9eb265e2-b691-4897-ba51-3434e87f7d5a_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9eb265e2-b691-4897-ba51-3434e87f7d5a&categorynum=001001012&relationguid=9eb265e2-b691-4897-ba51-3434e87f7d5a","六安市","2862787.24","2135639.28",,
"ah-luan-9ee3afd0-ca21-49e0-86ea-e144d804ea96_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9ee3afd0-ca21-49e0-86ea-e144d804ea96&categorynum=001001012&relationguid=9ee3afd0-ca21-49e0-86ea-e144d804ea96","六安市","33177314.26","28864263.41",,
"ah-luan-9f6fd1e6-2959-4998-995d-9e79b9663667_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=9f6fd1e6-2959-4998-995d-9e79b9663667&categorynum=001001012&relationguid=9f6fd1e6-2959-4998-995d-9e79b9663667","六安市","4234306.37","3507251.14",,
"ah-luan-a01cd0da-d08a-4894-a186-fba5d067441b_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a01cd0da-d08a-4894-a186-fba5d067441b&categorynum=001001012&relationguid=a01cd0da-d08a-4894-a186-fba5d067441b","六安市","8296118.49","7544284.23",,
"ah-luan-a034b00a-baf2-42fa-8627-fe4d199baa0d_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a034b00a-baf2-42fa-8627-fe4d199baa0d&categorynum=001001012&relationguid=a034b00a-baf2-42fa-8627-fe4d199baa0d","六安市",,,,
"ah-luan-a085b53a-8cce-4afe-8845-f8f0ce069003_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a085b53a-8cce-4afe-8845-f8f0ce069003&categorynum=001001012&relationguid=a085b53a-8cce-4afe-8845-f8f0ce069003","六安市","313463.37","7856125.19",,
"ah-luan-a09f9812-7e62-4d00-83ab-fa345e0f61f8_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a09f9812-7e62-4d00-83ab-fa345e0f61f8&categorynum=001001012&relationguid=a09f9812-7e62-4d00-83ab-fa345e0f61f8","六安市","43644080.35","37673570.16",,
"ah-luan-a0ec8730-8b04-4c39-ab18-f204eb5a1f79_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a0ec8730-8b04-4c39-ab18-f204eb5a1f79&categorynum=001001012&relationguid=a0ec8730-8b04-4c39-ab18-f204eb5a1f79","六安市","5463012.96","5408590.00",,
"ah-luan-a132906d-b7d1-4ea6-818d-9c0d478a1b81_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a132906d-b7d1-4ea6-818d-9c0d478a1b81&categorynum=001001012&relationguid=a132906d-b7d1-4ea6-818d-9c0d478a1b81","六安市","11253256.97","9790333.56",,
"ah-luan-a17d0e68-fb6e-45b7-94c4-1fdaa958deb0_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a17d0e68-fb6e-45b7-94c4-1fdaa958deb0&categorynum=001001012&relationguid=a17d0e68-fb6e-45b7-94c4-1fdaa958deb0","六安市","11943602.56","10897342.98",,
"ah-luan-a2399916-c7a9-42ed-99e7-2e5b654ee6ea_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a2399916-c7a9-42ed-99e7-2e5b654ee6ea&categorynum=001001012&relationguid=a2399916-c7a9-42ed-99e7-2e5b654ee6ea","六安市","80","70.00",,
"ah-luan-a295539f-6cbd-4105-bd72-e7aa61ac9129_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a295539f-6cbd-4105-bd72-e7aa61ac9129&categorynum=001001012&relationguid=a295539f-6cbd-4105-bd72-e7aa61ac9129","六安市",,,,
"ah-luan-a2b5950c-5007-438f-92bb-0100c3bd1dd6_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a2b5950c-5007-438f-92bb-0100c3bd1dd6&categorynum=001001012&relationguid=a2b5950c-5007-438f-92bb-0100c3bd1dd6","六安市","4309108.48","3892848.60",,
"ah-luan-a51e3447-41b9-4fde-889d-9d5e8e1410c2_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a51e3447-41b9-4fde-889d-9d5e8e1410c2&categorynum=001001012&relationguid=a51e3447-41b9-4fde-889d-9d5e8e1410c2","六安市","10400000000.0","676560.00",,
"ah-luan-a59b3e38-0c6b-4f90-baf1-6155052a5959_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a59b3e38-0c6b-4f90-baf1-6155052a5959&categorynum=001001012&relationguid=a59b3e38-0c6b-4f90-baf1-6155052a5959","六安市","39190344.62","35036167.61",,
"ah-luan-a635c6c8-58ff-4cb3-8ea3-34399bab9722_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a635c6c8-58ff-4cb3-8ea3-34399bab9722&categorynum=001001012&relationguid=a635c6c8-58ff-4cb3-8ea3-34399bab9722","六安市","203126.84","5742188.79",,
"ah-luan-a65efaba-e82a-4ec9-a297-53ce4da89429_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a65efaba-e82a-4ec9-a297-53ce4da89429&categorynum=001001012&relationguid=a65efaba-e82a-4ec9-a297-53ce4da89429","六安市","80000000000.0","6000000000.0",,
"ah-luan-a676d19c-d22a-42d8-af3c-6e7aa24c3bd9_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a676d19c-d22a-42d8-af3c-6e7aa24c3bd9&categorynum=001001012&relationguid=a676d19c-d22a-42d8-af3c-6e7aa24c3bd9","六安市","12007096.60","10808788.13",,
"ah-luan-a6f6439e-64b3-4e8d-9641-ee4ab2b40e72_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a6f6439e-64b3-4e8d-9641-ee4ab2b40e72&categorynum=001001012&relationguid=a6f6439e-64b3-4e8d-9641-ee4ab2b40e72","六安市","7252027.7","6381784.38",,
"ah-luan-a77e5eab-4171-4702-84c1-9a61a5f9120f_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a77e5eab-4171-4702-84c1-9a61a5f9120f&categorynum=001001012&relationguid=a77e5eab-4171-4702-84c1-9a61a5f9120f","六安市",,,,
"ah-luan-a9a76faf-09a2-4e77-bc0e-09c3a4b43c38_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a9a76faf-09a2-4e77-bc0e-09c3a4b43c38&categorynum=001001012&relationguid=a9a76faf-09a2-4e77-bc0e-09c3a4b43c38","六安市","17374455.54",,,
"ah-luan-a9e8a7a4-4ad3-4590-b549-e378812deb83_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=a9e8a7a4-4ad3-4590-b549-e378812deb83&categorynum=001001012&relationguid=a9e8a7a4-4ad3-4590-b549-e378812deb83","六安市","7029751.33","6172121.67",,
"ah-luan-aa49a4f2-6ed0-4b5b-afa5-b4644dd66fc0_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=aa49a4f2-6ed0-4b5b-afa5-b4644dd66fc0&categorynum=001001012&relationguid=aa49a4f2-6ed0-4b5b-afa5-b4644dd66fc0","六安市","364660363.32","357514458.08",,
"ah-luan-aa8683ab-4057-4b58-83f4-013f8cbc4c3c_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=aa8683ab-4057-4b58-83f4-013f8cbc4c3c&categorynum=001001012&relationguid=aa8683ab-4057-4b58-83f4-013f8cbc4c3c","六安市","4929852.83","4237208.51",,
"ah-luan-ab439748-f436-466c-9f48-5da647019a3d_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=ab439748-f436-466c-9f48-5da647019a3d&categorynum=001001012&relationguid=ab439748-f436-466c-9f48-5da647019a3d","六安市","68740040.96","152034782.46",,
"ah-luan-abbc3657-ed14-4950-ae22-1ed7b45fa9c4_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=abbc3657-ed14-4950-ae22-1ed7b45fa9c4&categorynum=001001012&relationguid=abbc3657-ed14-4950-ae22-1ed7b45fa9c4","六安市","4413413.70","4328884.87",,
"ah-luan-acf75d1f-b21b-48ef-81f9-98a536eaedff_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=acf75d1f-b21b-48ef-81f9-98a536eaedff&categorynum=001001012&relationguid=acf75d1f-b21b-48ef-81f9-98a536eaedff","六安市","1200000.00","780000.00",,
"ah-luan-ad00ae13-1238-40e7-b82e-be0a68757ab4_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=ad00ae13-1238-40e7-b82e-be0a68757ab4&categorynum=001001012&relationguid=ad00ae13-1238-40e7-b82e-be0a68757ab4","六安市","7858488.22","6679714.99",,
"ah-luan-ad1750d6-7ac5-4d0d-9a33-54db52424345_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=ad1750d6-7ac5-4d0d-9a33-54db52424345&categorynum=001001012&relationguid=ad1750d6-7ac5-4d0d-9a33-54db52424345","六安市","4457461.78","3851246.98",,
"ah-luan-ad64c62a-0c41-4804-9e55-f18325590786_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=ad64c62a-0c41-4804-9e55-f18325590786&categorynum=001001012&relationguid=ad64c62a-0c41-4804-9e55-f18325590786","六安市","25916777.14","21567941.94",,
"ah-luan-ada4662f-29e0-4532-b75b-d98c498b1e3a_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=ada4662f-29e0-4532-b75b-d98c498b1e3a&categorynum=001001012&relationguid=ada4662f-29e0-4532-b75b-d98c498b1e3a","六安市",,,,
"ah-luan-ae4b6b9b-a91a-4bd3-98db-96f0fc841b25_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=ae4b6b9b-a91a-4bd3-98db-96f0fc841b25&categorynum=001001012&relationguid=ae4b6b9b-a91a-4bd3-98db-96f0fc841b25","六安市","7500000.00","6965000.00",,
"ah-luan-aeba81ff-fcaf-4b46-8b53-96a62de162c6_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=aeba81ff-fcaf-4b46-8b53-96a62de162c6&categorynum=001001012&relationguid=aeba81ff-fcaf-4b46-8b53-96a62de162c6","六安市","8579196.95","7721916.66",,
"ah-luan-afac7cb3-ab8e-476b-9b44-254a65cd2118_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=afac7cb3-ab8e-476b-9b44-254a65cd2118&categorynum=001001012&relationguid=afac7cb3-ab8e-476b-9b44-254a65cd2118","六安市","6944918.05","6482122.53",,
"ah-luan-b01f8e6c-aaad-4450-a782-d7e7593893dc_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=b01f8e6c-aaad-4450-a782-d7e7593893dc&categorynum=001001012&relationguid=b01f8e6c-aaad-4450-a782-d7e7593893dc","六安市","6991705.42","6248487.13",,
"ah-luan-b0231fa5-3d63-4833-be35-f40a6f2b0c7b_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=b0231fa5-3d63-4833-be35-f40a6f2b0c7b&categorynum=001001012&relationguid=b0231fa5-3d63-4833-be35-f40a6f2b0c7b","六安市",,,,
"ah-luan-b131fda7-9633-4e1b-b941-e867130d2d12_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=b131fda7-9633-4e1b-b941-e867130d2d12&categorynum=001001012&relationguid=b131fda7-9633-4e1b-b941-e867130d2d12","六安市","8500000.00","8121550.00",,
"ah-luan-b25c4827-21fd-4845-9b6a-782acb5d22d8_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=b25c4827-21fd-4845-9b6a-782acb5d22d8&categorynum=001001012&relationguid=b25c4827-21fd-4845-9b6a-782acb5d22d8","六安市","7014808.11","6701610.04",,
"ah-luan-b2a2f108-6c47-40fe-b6cf-6a933d6520d8_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=b2a2f108-6c47-40fe-b6cf-6a933d6520d8&categorynum=001001012&relationguid=b2a2f108-6c47-40fe-b6cf-6a933d6520d8","六安市","18512126.59","17811447.12",,
"ah-luan-b2bddee4-e3a4-42b1-b98d-530ab286833e_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=b2bddee4-e3a4-42b1-b98d-530ab286833e&categorynum=001001012&relationguid=b2bddee4-e3a4-42b1-b98d-530ab286833e","六安市","6611763.66","5925462.15",,
"ah-luan-b3811042-dec8-443b-8f68-ea4e17ca5d79_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=b3811042-dec8-443b-8f68-ea4e17ca5d79&categorynum=001001012&relationguid=b3811042-dec8-443b-8f68-ea4e17ca5d79","六安市","28000000000.0","1956000.00",,
"ah-luan-b38f8c1b-b313-463b-b077-299bf3d71717_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=b38f8c1b-b313-463b-b077-299bf3d71717&categorynum=001001012&relationguid=b38f8c1b-b313-463b-b077-299bf3d71717","六安市",,,,
"ah-luan-b3ee1c56-cddb-40b9-a349-9d4271a7d011_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=b3ee1c56-cddb-40b9-a349-9d4271a7d011&categorynum=001001012&relationguid=b3ee1c56-cddb-40b9-a349-9d4271a7d011","六安市","5447744.40","5384441.21",,
"ah-luan-b427b228-981e-45c4-9e1e-7e0767a47681_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=b427b228-981e-45c4-9e1e-7e0767a47681&categorynum=001001012&relationguid=b427b228-981e-45c4-9e1e-7e0767a47681","六安市","87525893.39","75096756.73",,
"ah-luan-b4cbf641-dc20-4cc6-b05e-49adda119d78_001","http://ggzy.luan.gov.cn/jyxxparentDetail.html?infoid=b4cbf641-dc20-4cc6-b05e-49adda119d78&categorynum=001001012&relationguid=b4cbf641-dc20-4cc6-b05e-49adda119d78","六安市",,,,
